ID;parent_ID;name
bae65f05-7241-4bdb-a4ef-5159ab5e20a6;507cb36f-343d-45b9-a2a5-513a690fdfcc;La Marzocco GB5
77c1b1d0-a157-41a9-8f13-1b2f9a7fd8a1;6c080472-6dd4-40b9-ae8b-19f259c9518d;MoccaMaster KBGT
876e1f75-d5b3-4fda-b306-f35710d6b3a9;cf0bc5fe-35fe-4a3d-9c0c-74633456c9bd;Jura Giga X8
be86bdab-d82b-499a-b88e-7614efc4b227;cf0bc5fe-35fe-4a3d-9c0c-74633456c9bd;WMF 1500S
7a4313f4-efee-4da0-b3e9-9047b8a7d61c;9d11a052-1a26-4370-af51-55351880bdfc;Nespresso Aguila 220
e3f6170c-d067-4328-ae04-9c91f6999896;51977a67-437e-4a77-887b-1c15c8f812bd;Franke A600
a4066920-ceb3-4e53-91a8-621fc967efe7;8bb60387-eafd-4071-a17b-a8c57dfca728;Jura E8
d60fc667-24e9-4e44-96f9-2d1ca57e96bd;b7ab5a85-e4be-45bc-92f7-ef79d7fe28ae;Siemens EQ.9 plus connect s700
a8359f98-c58d-4533-9472-c214d8f012ac;14489d6b-16e4-482c-9d77-ee70a0818c98;La Marzocco KB90
bb87068e-8273-4deb-a175-f2e8cd3a44e2;b00b64e6-d27c-48d7-bf67-a2b3367f7164;Nespresso Aguila 560
b226097f-4571-4c26-acf0-6ab7d8dcb634;ab77b58a-1093-4bd9-bb48-b2a2861697b8;Jura X8
6da0f40f-fd68-47e8-a56f-88c41cb93eb3;ab77b58a-1093-4bd9-bb48-b2a2861697b8;MoccaMaster KBGT
2ee9aa4c-6085-4327-99e5-a98024e39973;831e6394-e614-4d53-90e2-167c3f410d21;WMF 5000S+
c530d40d-18aa-49fe-ab83-3e8ce673fbf5;831e6394-e614-4d53-90e2-167c3f410d21;Siemens EQ.700 integral
a17af898-008c-4533-b277-262291982965;7fa5421d-2801-43fe-bb1e-7774bfd42660;Jura Giga W3
121c3c57-123a-4712-89d9-c00ba35fc0be;7fa5421d-2801-43fe-bb1e-7774bfd42660;MoccaMaster Cup-One
517db09e-5ae0-4f4a-b9b8-9f4a8de3cd73;23d307f2-4c2c-448a-b974-f8f955c19ddc;La Marzocco Leva X
a9d7457d-9569-4159-bce4-8438bf3d92fc;b0409d01-8335-4cdd-9c79-b7edb14812c2;WMF 1100S
d3fdf3d6-cd44-4dd6-b661-25c4df6c4407;37b11f02-a851-4792-abcf-a4626354a57b;La Marzocco Linea PB AV
482555e2-6f82-44a9-a710-a64a14608072;37b11f02-a851-4792-abcf-a4626354a57b;Bravilor Sego
129866d6-3557-4949-bd93-5c6229ea34eb;4dd8c033-d44d-418b-add4-8120f1e1d744;La Marzocco Linea Classic
e8376751-e2f2-4147-924a-32062bca751b;a0a102db-f6ad-4164-96d9-d8f1ebafb4f6;Nespresso Momento 100
ea8c451c-3ebd-4ee0-9bdb-6470851d054f;b987f6d2-3663-47a9-9ec6-0a2f27b8facd;La Marzocco Linea Classic
36111105-4476-4ecd-a922-6bd028ea9721;65ae6ae9-32d7-4a18-9d89-1d0326605dad;Jura GIGA X8
1f394787-0a98-441f-b1ab-e4ed43813abc;30e08d50-cd1c-42f1-ab8b-d7abe55a0f76;WMF 5000S+
9f246d92-6dbe-4b69-97f8-666db19289a4;0b7cc76f-1eff-490e-badc-a70435265f7c;La Marzocco KB90
179a0451-92cc-411d-99f9-78cbc3edc907;3c009c16-0613-447c-b542-d5d3525bc94f;La Marzocco Strada EP
631ca579-6535-4d94-af4b-6dcbd720f3f3;6fc777c4-c744-4ff5-ba52-16c76d774422;Nespresso Aguila 560
c0489b0a-54cc-446c-9a2c-94e5578c9a5a;566c9149-bb52-4926-8135-13fd03697669;WMF 1500S
2351837e-a7c0-4ac5-8403-a474f3a5aadc;7906b8e0-2b77-44e8-82bf-32e57608f0f4;Jura Giga X8
91021fd6-906c-45de-ad6f-80ef7988b984;bf017560-f39c-4bae-927b-73aedcd6b8ed;Franke A600
d1778eff-f3c5-4494-8106-a35bba72e8b3;3940f11e-f05e-4a5e-a0dd-6186759210cf;De'Longhi Dinamica Plus
